insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (1, 'bulbasaur', 'grass', 'poison', 87.5, 10, null, null, 45, 49, 49, 65, 65, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (349, 'feebas', 'water', null, '50', 40, null, null, 20, 15, 20, 10, 55, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (350, 'milotic', 'water', null, '50', 40, null, null, 95, 60, 79, 100, 125, 81);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (351, 'castform', 'normal', null, '50', 20, null, null, 70, 70, 70, 70, 70, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (352, 'kecleon', 'normal', null, '50', 10, null, null, 60, 90, 70, 60, 120, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (353, 'shuppet', 'ghost', null, '50', 30, null, null, 44, 75, 35, 63, 33, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (354, 'banette', 'ghost', null, '50', 30, null, null, 64, 115, 65, 83, 63, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (355, 'duskull', 'ghost', null, '50', 30, null, null, 20, 40, 90, 30, 90, 25);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (356, 'dusclops', 'ghost', null, '50', 30, null, null, 40, 70, 130, 60, 130, 25);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (357, 'tropius', 'grass', 'flying', '50', 0, null, null, 99, 68, 83, 72, 87, 51);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (358, 'chimecho', 'psychic', null, '50', 30, null, null, 65, 50, 70, 95, 80, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (359, 'absol', 'dark', null, '50', 10, null, null, 65, 130, 60, 75, 60, 75);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (360, 'wynaut', 'psychic', null, '50', 20, null, null, 95, 23, 48, 23, 48, 23);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (361, 'snorunt', 'ice', null, '50', 20, null, null, 50, 50, 50, 50, 50, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (362, 'glalie', 'ice', null, '50', 20, null, null, 80, 80, 80, 80, 80, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (363, 'spheal', 'ice', 'water', '50', 10, null, null, 70, 40, 50, 55, 50, 25);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (364, 'sealeo', 'ice', 'water', '50', 10, null, null, 90, 60, 70, 75, 70, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (365, 'walrein', 'ice', 'water', '50', 10, null, null, 110, 80, 90, 95, 90, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (366, 'clamperl', 'water', null, '50', 40, null, null, 35, 64, 85, 74, 55, 32);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (367, 'huntail', 'water', null, '50', 40, null, null, 55, 104, 105, 94, 75, 52);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (368, 'gorebyss', 'water', null, '50', 40, null, null, 55, 84, 105, 114, 75, 52);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (369, 'relicanth', 'water', 'rock', 87.5, 0, null, null, 100, 90, 130, 45, 65, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (370, 'luvdisc', 'water', null, '25', 30, null, null, 43, 30, 55, 40, 65, 97);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (371, 'bagon', 'dragon', null, '50', 0, null, null, 45, 75, 60, 40, 30, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (372, 'shelgon', 'dragon', null, '50', 0, null, null, 65, 95, 100, 60, 50, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (373, 'salamence', 'dragon', 'flying', '50', 0, null, null, 95, 135, 80, 110, 80, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (380, 'latias', 'dragon', 'psychic', '0', 0, null, null, 80, 80, 90, 110, 130, 110);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (381, 'latios', 'dragon', 'psychic', '100', 0, null, null, 80, 90, 80, 130, 110, 110);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (387, 'turtwig', 'grass', null, 87.5, 10, null, null, 55, 68, 64, 45, 55, 31);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (388, 'grotle', 'grass', null, 87.5, 10, null, null, 75, 89, 85, 55, 65, 36);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (389, 'torterra', 'grass', 'ground', 87.5, 10, null, null, 95, 109, 105, 75, 85, 56);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (390, 'chimchar', 'fire', null, 87.5, 10, null, null, 44, 58, 44, 58, 44, 61);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (391, 'monferno', 'fire', 'fighting', 87.5, 10, null, null, 64, 78, 52, 78, 52, 81);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (392, 'infernape', 'fire', 'fighting', 87.5, 10, null, null, 76, 104, 71, 104, 71, 108);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (393, 'piplup', 'water', null, 87.5, 10, null, null, 53, 51, 53, 61, 56, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (394, 'prinplup', 'water', null, 87.5, 10, null, null, 64, 66, 68, 81, 76, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (395, 'empoleon', 'water', 'steel', 87.5, 10, null, null, 84, 86, 88, 111, 101, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (396, 'starly', 'normal', 'flying', '50', 10, null, null, 40, 55, 30, 30, 30, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (397, 'staravia', 'normal', 'flying', '50', 10, null, null, 55, 75, 50, 40, 40, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (398, 'staraptor', 'normal', 'flying', '50', 10, null, null, 85, 120, 70, 50, 60, 100);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (399, 'bidoof', 'normal', null, '50', 20, null, null, 59, 45, 40, 35, 40, 31);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (400, 'bibarel', 'normal', 'water', '50', 20, null, null, 79, 85, 60, 55, 60, 71);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (401, 'kricketot', 'bug', null, '50', 10, null, null, 37, 25, 41, 25, 41, 25);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (402, 'kricketune', 'bug', null, '50', 10, null, null, 77, 85, 51, 55, 51, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (403, 'shinx', 'electric', null, '50', 10, null, null, 45, 65, 34, 40, 34, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (404, 'luxio', 'electric', null, '50', 10, null, null, 60, 85, 49, 60, 49, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (405, 'luxray', 'electric', null, '50', 10, null, null, 80, 120, 79, 95, 79, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (406, 'budew', 'grass', 'poison', '50', 10, null, null, 40, 30, 35, 50, 70, 55);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (407, 'roserade', 'grass', 'poison', '50', 10, null, null, 60, 70, 65, 125, 105, 90);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (408, 'cranidos', 'rock', null, 87.5, 40, null, null, 67, 125, 40, 30, 30, 58);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (409, 'rampardos', 'rock', null, 87.5, 40, null, null, 97, 165, 60, 65, 50, 58);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (410, 'shieldon', 'rock', 'steel', 87.5, 40, null, null, 30, 42, 118, 42, 88, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (411, 'bastiodon', 'rock', 'steel', 87.5, 40, null, null, 60, 52, 168, 47, 138, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (412, 'burmy', 'bug', null, '50', 20, null, null, 40, 29, 45, 29, 45, 36);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (414, 'mothim', 'bug', 'flying', '100', 20, null, null, 70, 94, 50, 94, 50, 66);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (415, 'combee', 'bug', 'flying', 87.5, 10, null, null, 30, 30, 42, 30, 42, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (416, 'vespiquen', 'bug', 'flying', '0', 10, null, null, 70, 80, 102, 80, 102, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (418, 'buizel', 'water', null, '50', 20, null, null, 55, 65, 35, 60, 30, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (419, 'floatzel', 'water', null, '50', 20, null, null, 85, 105, 55, 85, 50, 115);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (420, 'cherubi', 'grass', null, '50', 20, null, null, 45, 35, 45, 62, 53, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (421, 'cherrim', 'grass', null, '50', 20, null, null, 70, 60, 70, 87, 78, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (422, 'shellos', 'water', null, '50', 20, null, null, 76, 48, 48, 57, 62, 34);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (423, 'gastrodon', 'water', 'ground', '50', 20, null, null, 111, 83, 68, 92, 82, 39);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (424, 'ambipom', 'normal', null, '50', 30, null, null, 75, 100, 66, 60, 66, 115);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (425, 'drifloon', 'ghost', 'flying', '50', 0, null, null, 90, 50, 34, 60, 44, 70);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (426, 'drifblim', 'ghost', 'flying', '50', 0, null, null, 150, 80, 44, 90, 54, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (427, 'buneary', 'normal', null, '50', 20, null, null, 55, 66, 44, 44, 56, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (428, 'lopunny', 'normal', null, '50', 20, null, null, 65, 76, 84, 54, 96, 105);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (429, 'mismagius', 'ghost', null, '50', 30, null, null, 60, 60, 60, 105, 105, 105);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (430, 'honchkrow', 'dark', 'flying', '50', 10, null, null, 100, 125, 52, 105, 52, 71);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (431, 'glameow', 'normal', null, '25', 30, null, null, 49, 55, 42, 42, 37, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (432, 'purugly', 'normal', null, '25', 30, null, null, 71, 82, 64, 64, 59, 112);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (433, 'chingling', 'psychic', null, '50', 30, null, null, 45, 30, 50, 65, 50, 45);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (434, 'stunky', 'poison', 'dark', '50', 20, null, null, 63, 63, 47, 41, 41, 74);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (435, 'skuntank', 'poison', 'dark', '50', 20, null, null, 103, 93, 67, 71, 61, 84);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (438, 'bonsly', 'rock', null, '50', 20, null, null, 50, 80, 95, 10, 45, 10);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (440, 'happiny', 'normal', null, '0', 30, null, null, 100, 5, 5, 15, 65, 30);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (441, 'chatot', 'normal', 'flying', '50', 10, null, null, 76, 65, 45, 92, 42, 91);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (442, 'spiritomb', 'ghost', 'dark', '50', 20, null, null, 50, 92, 108, 92, 108, 35);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (443, 'gible', 'dragon', 'ground', '50', 0, null, null, 58, 70, 45, 40, 45, 42);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (444, 'gabite', 'dragon', 'ground', '50', 0, null, null, 68, 90, 65, 50, 55, 82);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (445, 'garchomp', 'dragon', 'ground', '50', 0, null, null, 108, 130, 95, 80, 85, 102);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (446, 'munchlax', 'normal', null, 87.5, 0, null, null, 135, 85, 40, 40, 85, 5);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (447, 'riolu', 'fighting', null, 87.5, 10, null, null, 40, 70, 40, 35, 40, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (448, 'lucario', 'fighting', 'steel', 87.5, 10, null, null, 70, 110, 70, 115, 70, 90);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (449, 'hippopotas', 'ground', null, '50', 0, null, null, 68, 72, 78, 38, 42, 32);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (450, 'hippowdon', 'ground', null, '50', 0, null, null, 108, 112, 118, 68, 72, 47);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (451, 'skorupi', 'poison', 'bug', '50', 0, null, null, 40, 50, 90, 30, 55, 65);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (452, 'drapion', 'poison', 'dark', '50', 0, null, null, 70, 90, 110, 60, 75, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (453, 'croagunk', 'poison', 'fighting', '50', 20, null, null, 48, 61, 40, 61, 40, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (454, 'toxicroak', 'poison', 'fighting', '50', 20, null, null, 83, 106, 65, 86, 65, 85);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (455, 'carnivine', 'grass', null, '50', 0, null, null, 74, 100, 72, 90, 72, 46);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (456, 'finneon', 'water', null, '50', 40, null, null, 49, 49, 56, 49, 61, 66);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (457, 'lumineon', 'water', null, '50', 40, null, null, 69, 69, 76, 69, 86, 91);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (458, 'mantyke', 'water', 'flying', '50', 0, null, null, 45, 20, 50, 60, 120, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (459, 'snover', 'grass', 'ice', '50', 0, null, null, 60, 62, 50, 62, 60, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (460, 'abomasnow', 'grass', 'ice', '50', 0, null, null, 90, 92, 75, 92, 85, 60);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (461, 'weavile', 'dark', 'ice', '50', 10, null, null, 70, 120, 65, 45, 85, 125);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (463, 'lickilicky', 'normal', null, '50', 20, null, null, 110, 85, 95, 80, 95, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (464, 'rhyperior', 'ground', 'rock', '50', 0, null, null, 115, 140, 130, 55, 55, 40);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (465, 'tangrowth', 'grass', null, '50', 20, null, null, 100, 100, 125, 110, 50, 50);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (466, 'electivire', 'electric', null, '75', 20, null, null, 75, 123, 67, 95, 85, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (467, 'magmortar', 'fire', null, '75', 20, null, null, 75, 95, 67, 125, 95, 83);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (468, 'togekiss', 'fairy', 'flying', 87.5, 30, null, null, 85, 50, 95, 120, 115, 80);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (469, 'yanmega', 'bug', 'flying', '50', 20, null, null, 86, 76, 86, 116, 56, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (470, 'leafeon', 'grass', null, 87.5, 20, null, null, 65, 110, 130, 60, 65, 95);
insert into PokemonBase (national_number, name, primary_type, secondary_type, percent_male, growth_rate, evolves_at, evolves_into, hp_base, attack_base, defense_base, spatt_base, spdef_base, speed_base) values (471, 'glaceon', 'ice', null, 87.5, 20, null, null, 65, 60, 110, 130, 95, 65);
